"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0R320","2020-03-16 14:00:00","7.000","62.000","9.300","23.700","0.520","1018.700","","0.000","16.700","68.000","","23.800","","18.000",""
"C0O860","2020-03-16 14:00:00","38.000","268.000","2.100","25.200","0.410","1013.400","","0.000","-99.000","-99.000","-99.000","25.500","","16.400",""
"C0U950","2020-03-16 14:00:00","1012.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R260","2020-03-16 14:00:00","76.000","281.000","0.900","24.600","0.500","1009.600","","0.000","-99.000","-99.000","-99.000","26.600","","16.400",""
"C0G880","2020-03-16 14:00:00","92.000","311.000","0.800","24.500","0.490","1008.000","","0.000","-99.000","-99.000","-99.000","24.700","","15.400",""
"C0R520","2020-03-16 14:00:00","18.000","291.000","2.700","25.600","0.590","1016.200","","0.000","-99.000","-99.000","-99.000","25.600","","16.600",""
"C0O810","2020-03-16 14:00:00","161.000","254.000","0.800","26.400","0.540","1000.200","","0.000","-99.000","-99.000","-99.000","26.800","","15.000",""
"C0E790","2020-03-16 14:00:00","344.000","279.000","2.100","22.300","0.570","978.500","","0.000","-99.000","-99.000","-99.000","23.100","","12.400",""
"C0F9Y0","2020-03-16 14:00:00","3313.000","311.000","1.700","8.100","0.500","686.300","","0.000","-99.000","-99.000","-99.000","10.000","","1.200",""
"C0S930","2020-03-16 14:00:00","248.000","49.000","1.400","18.100","0.590","993.400","","0.000","-99.000","-99.000","-99.000","20.500","","14.100",""
"C0M770","2020-03-16 14:00:00","164.000","253.000","1.400","24.300","0.460","998.900","","0.000","-99.000","-99.000","-99.000","24.300","","16.800",""
"C0R470","2020-03-16 14:00:00","103.000","252.000","1.900","26.100","0.370","1006.700","","0.000","-99.000","-99.000","-99.000","26.300","","16.700",""
"C0W120","2020-03-16 14:00:00","58.000","-99.000","-99.000","22.300","0.480","1012.800","","0.000","-99.000","-99.000","-99.000","22.900","","19.000",""
"C0V350","2020-03-16 14:00:00","36.000","263.000","3.200","26.800","0.470","1015.200","","0.000","-99.000","-99.000","-99.000","27.400","","14.600",""
"CM0160","2020-03-16 14:00:00","159.000","263.000","1.600","28.400","0.370","1001.400","","0.000","-99.000","-99.000","-99.000","28.500","","14.000",""
"C0V500","2020-03-16 14:00:00","6.000","286.000","0.700","25.100","0.560","1016.500","","0.000","-99.000","-99.000","-99.000","25.700","","18.800",""
"C0SA30","2020-03-16 14:00:00","92.000","25.000","4.000","19.400","0.510","1011.800","","0.000","-99.000","-99.000","-99.000","20.000","","17.000",""
"C0U710","2020-03-16 14:00:00","1942.000","262.000","0.400","6.100","0.990","810.700","","0.000","-99.000","-99.000","-99.000","8.000","","0.600",""
"C0Z100","2020-03-16 14:00:00","36.000","327.000","0.300","19.900","0.510","1019.800","","0.000","-99.000","-99.000","-99.000","19.900","","14.900",""
"C0Z170","2020-03-16 14:00:00","199.000","333.000","1.100","18.700","0.580","1000.800","","0.000","-99.000","-99.000","-99.000","18.900","","14.600",""
"C0K430","2020-03-16 14:00:00","30.000","261.000","2.000","24.400","0.460","1016.100","","0.000","-99.000","-99.000","-99.000","24.400","","14.500",""
"C0S960","2020-03-16 14:00:00","32.000","348.000","2.400","20.400","0.530","1017.800","","0.000","-99.000","-99.000","-99.000","21.800","","16.100",""
"C0T9M0","2020-03-16 14:00:00","92.000","311.000","2.000","18.600","0.680","1013.100","","0.000","-99.000","-99.000","-99.000","19.200","","15.900",""
"C0AI00","2020-03-16 14:00:00","188.000","67.000","2.000","23.700","0.400","999.200","","0.000","9.300","118.000","","24.100","","12.700",""
"C0AC40","2020-03-16 14:00:00","1079.000","57.000","2.900","13.000","0.610","897.400","","0.000","12.100","85.000","","13.800","","6.000",""
"C0F9M0","2020-03-16 14:00:00","230.000","315.000","1.700","22.300","0.480","991.900","","0.000","-99.000","-99.000","-99.000","23.500","","14.400",""
"C0A930","2020-03-16 14:00:00","216.000","113.000","2.400","20.100","0.410","994.700","","0.000","9.300","116.000","","20.600","","13.200",""
"C0A640","2020-03-16 14:00:00","241.000","195.000","1.700","20.900","0.310","995.400","","0.000","-99.000","-99.000","-99.000","21.200","","10.400",""
"C0I420","2020-03-16 14:00:00","305.000","209.000","1.700","24.300","0.470","983.200","","0.000","-99.000","-99.000","-99.000","24.300","","12.500",""
"C0R170","2020-03-16 14:00:00","26.000","287.000","0.300","26.100","0.460","1015.400","","0.000","-99.000","-99.000","-99.000","26.800","","15.500",""
"C0M530","2020-03-16 14:00:00","1385.000","195.000","1.200","14.700","0.780","872.000","","0.000","-99.000","-99.000","-99.000","14.800","","6.200",""
"C0H960","2020-03-16 14:00:00","120.000","208.000","0.700","25.500","0.450","1003.300","","0.000","-99.000","-99.000","-99.000","25.500","","15.000",""
"C0V620","2020-03-16 14:00:00","18.000","273.000","3.200","23.500","0.590","1016.700","","0.000","-99.000","-99.000","-99.000","23.700","","16.600",""
"C0X280","2020-03-16 14:00:00","22.000","306.000","2.600","22.700","0.550","1016.400","","0.000","-99.000","-99.000","-99.000","23.600","","16.200",""
"C0AH40","2020-03-16 14:00:00","426.000","200.000","2.400","20.000","0.420","969.500","","0.000","8.300","172.000","","20.000","","13.100",""
"C0T9A0","2020-03-16 14:00:00","498.000","0.000","0.000","15.000","0.750","965.100","","0.000","-99.000","-99.000","-99.000","16.100","","11.800",""
"C0K390","2020-03-16 14:00:00","31.000","275.000","1.700","24.600","0.500","1014.800","","0.000","-99.000","-99.000","-99.000","24.700","","15.300",""
"C0I540","2020-03-16 14:00:00","3344.000","-99.000","-99.000","5.900","0.470","682.700","","-99.000","-99.000","-99.000","-99.000","6.300","","0.000",""
"C0G890","2020-03-16 14:00:00","24.000","297.000","2.700","23.400","0.470","1016.000","","0.000","-99.000","-99.000","-99.000","23.500","","16.200",""
"C0G720","2020-03-16 14:00:00","50.000","296.000","2.600","24.300","0.510","1012.300","","0.000","-99.000","-99.000","-99.000","24.700","","15.300",""
"C0UA40","2020-03-16 14:00:00","1121.000","167.000","1.500","13.600","0.560","895.100","","0.000","-99.000","-99.000","-99.000","14.600","","6.700",""
"C0V400","2020-03-16 14:00:00","56.000","314.000","4.300","24.200","0.540","1011.400","","0.000","-99.000","-99.000","-99.000","24.400","","16.600",""
"C0X130","2020-03-16 14:00:00","27.000","309.000","2.700","25.300","0.490","1014.700","","0.000","-99.000","-99.000","-99.000","26.400","","16.500",""
"C0A520","2020-03-16 14:00:00","48.000","67.000","3.900","23.300","0.300","1014.200","","0.000","9.900","64.000","","23.600","","14.400",""
"C0U870","2020-03-16 14:00:00","474.000","100.000","2.700","18.500","0.390","968.000","","0.000","8.100","103.000","","19.100","","11.500",""
"C0S690","2020-03-16 14:00:00","522.000","24.000","1.800","16.100","0.690","961.500","","0.000","-99.000","-99.000","-99.000","20.600","","13.000",""
"C0R150","2020-03-16 14:00:00","105.000","299.000","1.900","26.700","0.400","1004.700","","0.000","-99.000","-99.000","-99.000","27.700","","16.500",""
"C0K560","2020-03-16 14:00:00","117.000","344.000","1.000","24.400","0.450","1005.400","","0.000","-99.000","-99.000","-99.000","25.300","","14.900",""
"C0X100","2020-03-16 14:00:00","10.000","263.000","2.500","24.000","0.420","1015.900","","0.000","-99.000","-99.000","-99.000","24.300","","18.400",""
"C0K460","2020-03-16 14:00:00","60.000","265.000","2.000","24.900","0.490","1010.400","","0.000","-99.000","-99.000","-99.000","25.400","","16.100",""
"C0M740","2020-03-16 14:00:00","15.000","313.000","3.300","23.200","0.550","1016.200","","0.000","-99.000","-99.000","-99.000","24.300","","15.600",""
"C0SA10","2020-03-16 14:00:00","411.000","26.000","0.800","16.200","0.710","974.300","","0.000","7.100","52.000","","22.900","","13.200",""
"C0C660","2020-03-16 14:00:00","176.000","80.000","2.300","23.700","0.320","998.400","","0.000","-99.000","-99.000","-99.000","23.800","","12.700",""
"C0R620","2020-03-16 14:00:00","34.000","61.000","3.400","22.700","0.610","1016.800","","0.000","9.500","73.000","","22.900","","19.000",""
"C0R700","2020-03-16 14:00:00","19.000","65.000","5.400","21.900","0.520","1017.300","","0.000","17.000","36.000","","23.700","","18.800",""
"C0F0B0","2020-03-16 14:00:00","311.000","294.000","3.100","21.900","0.560","982.800","","0.000","-99.000","-99.000","-99.000","22.600","","11.600",""
"C0O970","2020-03-16 14:00:00","71.000","274.000","3.700","26.900","0.440","1010.400","","0.000","-99.000","-99.000","-99.000","27.500","","14.100",""
"C0F9P0","2020-03-16 14:00:00","26.000","330.000","2.400","23.700","0.440","1016.600","","0.000","-99.000","-99.000","-99.000","24.200","","14.600",""
"C0R560","2020-03-16 14:00:00","22.000","278.000","2.800","25.000","0.530","1016.100","","0.000","-99.000","-99.000","-99.000","25.200","","17.000",""
"C0X220","2020-03-16 14:00:00","26.000","261.000","2.600","22.700","0.530","1015.600","","0.000","-99.000","-99.000","-99.000","23.300","","16.000",""
"C0M680","2020-03-16 14:00:00","37.000","312.000","1.200","25.100","0.530","1015.800","","0.000","-99.000","-99.000","-99.000","25.300","","15.900",""
"C0S710","2020-03-16 14:00:00","382.000","43.000","2.900","16.600","0.700","978.500","","0.000","-99.000","-99.000","-99.000","18.800","","13.000",""
"C0F9T0","2020-03-16 14:00:00","111.000","261.000","1.600","24.000","0.500","1005.100","","0.000","-99.000","-99.000","-99.000","24.400","","15.700",""
"C0F9N0","2020-03-16 14:00:00","75.000","281.000","2.300","25.000","0.470","1009.600","","0.000","-99.000","-99.000","-99.000","25.500","","16.100",""
"C0G740","2020-03-16 14:00:00","24.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0UA70","2020-03-16 14:00:00","547.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AC60","2020-03-16 14:00:00","55.000","69.000","3.100","24.700","0.230","1012.700","","0.000","9.300","56.000","","25.300","","11.100",""
"C0R510","2020-03-16 14:00:00","31.000","322.000","2.700","26.000","0.440","1014.900","","0.000","-99.000","-99.000","-99.000","26.300","","17.300",""
"C0X060","2020-03-16 14:00:00","19.000","277.000","2.400","25.600","0.500","1018.000","","0.000","-99.000","-99.000","-99.000","26.300","","12.800",""
"C0E550","2020-03-16 14:00:00","84.000","315.000","1.500","24.400","0.320","1010.100","","0.000","-99.000","-99.000","-99.000","24.400","","10.100",""
"C0AI20","2020-03-16 14:00:00","25.000","99.000","6.800","21.100","0.360","1017.800","","0.000","14.700","134.000","","21.300","","15.500",""
"C0E740","2020-03-16 14:00:00","27.000","8.000","0.900","24.900","0.310","1009.600","","0.000","-99.000","-99.000","-99.000","24.900","","9.200",""
"C0S750","2020-03-16 14:00:00","2280.000","5.000","0.400","7.700","0.970","774.500","","0.000","-99.000","-99.000","-99.000","7.700","","1.800",""
"C0I370","2020-03-16 14:00:00","671.000","321.000","1.600","20.500","0.490","943.200","","0.000","-99.000","-99.000","-99.000","21.800","","10.000",""
"C0G810","2020-03-16 14:00:00","26.000","284.000","1.900","25.400","0.500","1015.500","","0.000","-99.000","-99.000","-99.000","25.600","","15.300",""
"C0U650","2020-03-16 14:00:00","442.000","65.000","2.200","18.600","0.510","971.300","","0.000","-99.000","-99.000","-99.000","20.000","","11.200",""
"C0D660","2020-03-16 14:00:00","65.000","243.000","0.400","25.200","0.260","1011.000","","0.000","-99.000","-99.000","-99.000","25.200","","14.100",""
"C0E540","2020-03-16 14:00:00","32.000","298.000","1.500","25.200","0.360","1015.800","","0.000","-99.000","-99.000","-99.000","25.300","","9.700",""
"C0W170","2020-03-16 14:00:00","42.000","22.000","6.900","16.100","0.690","1016.500","","0.000","-99.000","-99.000","-99.000","16.500","","12.600",""
"C0Z150","2020-03-16 14:00:00","27.000","324.000","1.800","19.900","0.460","1019.800","","0.000","-99.000","-99.000","-99.000","19.900","","15.000",""
"C0S840","2020-03-16 14:00:00","22.000","52.000","4.900","21.000","0.640","1020.400","","0.000","10.500","61.000","","21.500","","14.600",""
"C0H9A0","2020-03-16 14:00:00","1595.000","73.000","1.800","13.400","0.780","849.000","","0.500","-99.000","-99.000","-99.000","17.700","","5.300",""
"C0Z300","2020-03-16 14:00:00","182.000","10.000","1.900","17.900","0.710","1002.300","","0.000","-99.000","-99.000","-99.000","18.300","","13.900",""
"C0G730","2020-03-16 14:00:00","27.000","292.000","2.900","23.300","0.450","1016.300","","0.000","-99.000","-99.000","-99.000","23.600","","14.600",""
"C0V730","2020-03-16 14:00:00","33.000","305.000","3.100","25.300","0.480","1015.100","","0.000","-99.000","-99.000","-99.000","26.100","","17.300",""
"C0SA00","2020-03-16 14:00:00","466.000","103.000","1.700","16.300","0.730","967.600","","0.000","-99.000","-99.000","-99.000","19.700","","11.900",""
"C0S900","2020-03-16 14:00:00","27.000","12.000","2.200","22.000","0.540","1018.700","","0.000","11.600","80.000","","22.200","","18.700",""
"C0C480","2020-03-16 14:00:00","105.000","121.000","1.800","24.200","0.300","1006.800","","0.000","7.300","118.000","","24.200","","14.000",""
"C0V720","2020-03-16 14:00:00","15.000","293.000","2.400","25.500","0.470","1016.700","","0.000","-99.000","-99.000","-99.000","25.600","","17.700",""
"C0UA60","2020-03-16 14:00:00","566.000","176.000","1.400","16.800","0.490","956.700","","0.000","-99.000","-99.000","-99.000","19.200","","10.000",""
"C0F9Z0","2020-03-16 14:00:00","3193.000","321.000","1.500","9.700","0.410","696.300","","7.000","-99.000","-99.000","-99.000","10.300","","3.400",""
"C0A980","2020-03-16 14:00:00","11.000","98.000","4.400","23.300","0.230","1019.600","","0.000","-99.000","-99.000","-99.000","23.900","","14.900",""
"C0C670","2020-03-16 14:00:00","250.000","17.000","2.400","22.300","0.340","990.100","","0.000","-99.000","-99.000","-99.000","22.700","","10.700",""
"C0K550","2020-03-16 14:00:00","15.000","279.000","2.400","24.000","0.510","1017.300","","0.000","-99.000","-99.000","-99.000","24.900","","15.000",""
"C0R350","2020-03-16 14:00:00","35.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9F0","2020-03-16 14:00:00","251.000","253.000","0.400","17.000","0.600","993.300","","0.000","-99.000","-99.000","-99.000","17.800","","14.200",""
"C0D390","2020-03-16 14:00:00","146.000","0.000","0.000","26.200","0.210","1000.100","","0.000","-99.000","-99.000","-99.000","26.400","","12.000",""
"C0E430","2020-03-16 14:00:00","258.000","346.000","1.100","23.300","0.480","992.300","","0.000","-99.000","-99.000","-99.000","24.000","","12.200",""
"C0O990","2020-03-16 14:00:00","18.000","271.000","1.300","26.600","0.430","1016.300","","0.000","-99.000","-99.000","-99.000","26.700","","13.900",""
"CM0010","2020-03-16 14:00:00","68.000","19.000","3.200","22.400","0.300","1013.100","","0.000","-99.000","-99.000","-99.000","23.200","","11.200",""
"C0K500","2020-03-16 14:00:00","12.000","290.000","2.100","24.300","0.470","1016.100","","0.000","-99.000","-99.000","-99.000","24.700","","14.900",""
"C0A650","2020-03-16 14:00:00","287.000","347.000","1.200","20.200","0.390","988.200","","0.000","-99.000","-99.000","-99.000","21.000","","6.300",""
"C0U750","2020-03-16 14:00:00","398.000","154.000","3.800","16.600","0.460","975.700","","0.000","-99.000","-99.000","-99.000","17.700","","13.500",""
"C0M730","2020-03-16 14:00:00","40.000","322.000","0.900","26.500","0.480","1012.900","","0.000","-99.000","-99.000","-99.000","28.000","","16.500",""
"C0Z061","2020-03-16 14:00:00","174.000","16.000","0.500","18.000","0.620","1005.200","","0.000","-99.000","-99.000","-99.000","18.900","","13.800",""
"C0M670","2020-03-16 14:00:00","43.000","280.000","1.700","25.000","0.500","1012.800","","0.000","-99.000","-99.000","-99.000","25.800","","16.400",""
"C0I530","2020-03-16 14:00:00","3014.000","229.000","6.400","5.800","0.600","701.900","","-99.000","-99.000","-99.000","-99.000","7.900","","0.400",""
"C0S950","2020-03-16 14:00:00","415.000","52.000","1.000","16.500","0.640","973.100","","0.000","-99.000","-99.000","-99.000","18.100","","13.300",""
"C0X190","2020-03-16 14:00:00","10.000","257.000","0.800","24.400","0.540","1017.400","","0.000","-99.000","-99.000","-99.000","24.400","","17.600",""
"C0A560","2020-03-16 14:00:00","405.000","174.000","2.100","20.000","0.410","974.400","","0.000","-99.000","-99.000","-99.000","20.000","","7.200",""
"C0R660","2020-03-16 14:00:00","20.000","316.000","3.500","23.100","0.600","1017.100","","0.000","-99.000","-99.000","-99.000","23.900","","16.200",""
"C0UA10","2020-03-16 14:00:00","1711.000","177.000","0.400","11.400","0.820","835.600","","0.000","-99.000","-99.000","-99.000","12.200","","1.500",""
"C0V770","2020-03-16 14:00:00","26.000","306.000","1.900","24.800","0.500","1015.500","","0.000","-99.000","-99.000","-99.000","24.900","","17.200",""
"C0E730","2020-03-16 14:00:00","26.000","6.000","1.100","24.000","0.290","1014.300","","0.000","-99.000","-99.000","-99.000","24.100","","12.200",""
"C0V810","2020-03-16 14:00:00","32.000","305.000","4.100","23.000","0.580","1014.000","","0.000","-99.000","-99.000","-99.000","23.300","","18.400",""
"C0A9C0","2020-03-16 14:00:00","35.000","125.000","3.400","22.900","0.330","1017.000","","0.000","10.000","169.000","","22.900","","15.700",""
"C0X310","2020-03-16 14:00:00","9.000","290.000","2.700","22.700","0.610","1018.500","","0.000","-99.000","-99.000","-99.000","23.400","","16.200",""
"C0K280","2020-03-16 14:00:00","23.000","255.000","0.700","26.300","0.460","1018.300","","0.000","-99.000","-99.000","-99.000","26.300","","13.600",""
"C0M650","2020-03-16 14:00:00","20.000","277.000","2.100","23.400","0.570","1016.800","","0.000","-99.000","-99.000","-99.000","24.400","","15.700",""
"C0S910","2020-03-16 14:00:00","212.000","132.000","1.400","19.900","0.760","997.600","","0.000","8.000","75.000","","21.000","","18.200",""
"C0D570","2020-03-16 14:00:00","15.000","317.000","0.700","25.500","0.360","1017.300","","0.000","-99.000","-99.000","-99.000","25.500","","8.900",""
"C0M710","2020-03-16 14:00:00","15.000","301.000","2.300","22.500","0.620","1017.300","","0.000","-99.000","-99.000","-99.000","23.500","","15.800",""
"C0V490","2020-03-16 14:00:00","20.000","341.000","3.200","24.200","0.510","1016.500","","0.000","-99.000","-99.000","-99.000","24.400","","18.700",""
"C0E870","2020-03-16 14:00:00","34.000","286.000","1.400","24.000","0.330","1016.600","","0.000","-99.000","-99.000","-99.000","24.100","","10.600",""
"C0M800","2020-03-16 14:00:00","440.000","231.000","2.400","23.500","0.440","968.200","","0.000","-99.000","-99.000","-99.000","23.900","","13.500",""
"C0A570","2020-03-16 14:00:00","360.000","66.000","2.900","18.800","0.410","979.600","","0.000","12.100","79.000","","18.800","","8.400",""
"C0S790","2020-03-16 14:00:00","236.000","11.000","1.200","19.600","0.650","995.600","","0.000","-99.000","-99.000","-99.000","23.000","","13.400",""
"C0D590","2020-03-16 14:00:00","143.000","217.000","0.500","25.000","0.360","1003.200","","0.000","-99.000","-99.000","-99.000","25.000","","11.800",""
"C0U990","2020-03-16 14:00:00","31.000","109.000","3.900","21.100","0.330","1019.500","","0.000","-99.000","-99.000","-99.000","22.000","","13.000",""
"C0M700","2020-03-16 14:00:00","150.000","263.000","0.700","25.200","0.450","1001.600","","0.000","-99.000","-99.000","-99.000","25.200","","15.100",""
"CM0110","2020-03-16 14:00:00","7.000","307.000","2.200","23.200","0.440","1018.300","","-99.000","-99.000","-99.000","-99.000","23.200","","15.300",""
"C0S940","2020-03-16 14:00:00","150.000","7.000","1.000","18.300","0.630","1004.100","","0.000","-99.000","-99.000","-99.000","18.500","","16.500",""
"C0X250","2020-03-16 14:00:00","33.000","272.000","2.000","24.300","0.510","1014.600","","0.000","-99.000","-99.000","-99.000","26.200","","16.800",""
"C0K520","2020-03-16 14:00:00","10.000","298.000","2.600","24.100","0.480","1016.700","","0.000","-99.000","-99.000","-99.000","24.300","","15.000",""
"C0Z200","2020-03-16 14:00:00","153.000","343.000","0.700","18.300","0.990","1005.500","","0.000","-99.000","-99.000","-99.000","18.400","","14.000",""
"C0V740","2020-03-16 14:00:00","60.000","285.000","2.900","25.700","0.400","1012.300","","0.000","-99.000","-99.000","-99.000","25.800","","15.600",""
"C0V790","2020-03-16 14:00:00","410.000","242.000","3.900","25.600","0.360","970.400","","0.000","-99.000","-99.000","-99.000","25.600","","14.200",""
"C0G860","2020-03-16 14:00:00","45.000","235.000","1.200","25.500","0.430","1012.400","","0.000","-99.000","-99.000","-99.000","25.500","","16.000",""
"C0Z250","2020-03-16 14:00:00","1124.000","317.000","1.100","8.900","0.990","895.500","","0.000","-99.000","-99.000","-99.000","12.100","","8.000",""
"C0K440","2020-03-16 14:00:00","35.000","291.000","1.700","24.300","0.480","1014.700","","0.000","-99.000","-99.000","-99.000","24.600","","14.800",""
"C0T900","2020-03-16 14:00:00","160.000","0.000","0.100","18.400","0.470","1002.300","","0.000","-99.000","-99.000","-99.000","18.700","","14.500",""
"C0F9V0","2020-03-16 14:00:00","525.000","243.000","2.100","22.200","0.580","959.500","","0.000","-99.000","-99.000","-99.000","22.200","","13.300",""
"C0UA20","2020-03-16 14:00:00","2619.000","217.000","1.800","11.100","0.470","-99.000","","0.000","-99.000","-99.000","-99.000","13.500","","1.600",""
"C0M850","2020-03-16 14:00:00","695.000","250.000","0.700","19.900","0.540","939.000","","0.000","-99.000","-99.000","-99.000","23.400","","11.800",""
"C0C620","2020-03-16 14:00:00","19.000","111.000","4.400","25.600","0.310","1015.600","","0.000","-99.000","-99.000","-99.000","26.100","","15.000",""
"C0I360","2020-03-16 14:00:00","300.000","269.000","2.400","23.500","0.480","982.900","","0.000","-99.000","-99.000","-99.000","23.500","","14.300",""
"C0M810","2020-03-16 14:00:00","1354.000","302.000","0.800","14.900","0.720","869.500","","0.000","-99.000","-99.000","-99.000","15.600","","7.200",""
"C0AC80","2020-03-16 14:00:00","40.000","80.000","5.000","21.800","0.300","1015.600","","0.000","11.500","85.000","","21.900","","12.500",""
"CM0140","2020-03-16 14:00:00","26.000","27.000","1.400","21.000","0.420","1019.300","","0.000","-99.000","-99.000","-99.000","21.100","","17.900",""
"C0SA20","2020-03-16 14:00:00","857.000","25.000","2.900","12.400","0.840","923.900","","0.000","8.900","14.000","","15.600","","10.200",""
"C0K490","2020-03-16 14:00:00","91.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V820","2020-03-16 14:00:00","441.000","223.000","1.900","24.200","0.460","970.000","","0.000","-99.000","-99.000","-99.000","24.800","","12.400",""
"C0S810","2020-03-16 14:00:00","65.000","8.000","1.300","19.900","0.540","1016.500","","0.000","-99.000","-99.000","-99.000","22.700","","16.300",""
"C0R580","2020-03-16 14:00:00","10.000","269.000","3.300","24.800","0.620","1016.800","","0.000","-99.000","-99.000","-99.000","25.000","","16.700",""
"C0Z330","2020-03-16 14:00:00","488.000","346.000","1.300","14.900","0.840","967.700","","0.000","-99.000","-99.000","-99.000","17.300","","12.300",""
"C0E590","2020-03-16 14:00:00","40.000","312.000","1.900","23.200","0.430","1013.500","","0.000","-99.000","-99.000","-99.000","23.800","","10.300",""
"C0D540","2020-03-16 14:00:00","227.000","297.000","0.300","24.700","0.450","993.100","","0.000","-99.000","-99.000","-99.000","25.300","","10.700",""
"C0K420","2020-03-16 14:00:00","42.000","327.000","1.800","24.300","0.480","1013.400","","0.000","-99.000","-99.000","-99.000","24.700","","14.700",""
"C0Z180","2020-03-16 14:00:00","34.000","335.000","0.800","20.200","0.430","1018.300","","0.000","-99.000","-99.000","-99.000","20.200","","16.000",""
"C0AD10","2020-03-16 14:00:00","27.000","113.000","4.400","22.900","0.260","1016.400","","0.000","-99.000","-99.000","-99.000","23.100","","16.900",""
"C0M720","2020-03-16 14:00:00","225.000","319.000","1.700","23.000","0.490","992.100","","0.000","-99.000","-99.000","-99.000","24.200","","15.500",""
"C0V450","2020-03-16 14:00:00","51.000","299.000","2.300","25.000","0.430","1012.100","","0.000","-99.000","-99.000","-99.000","25.300","","15.700",""
"C0R280","2020-03-16 14:00:00","242.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E610","2020-03-16 14:00:00","850.000","0.000","0.000","18.400","0.620","924.000","","0.500","-99.000","-99.000","-99.000","20.100","","12.600",""
"C0V610","2020-03-16 14:00:00","22.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z310","2020-03-16 14:00:00","59.000","209.000","1.100","19.800","0.510","1016.200","","0.000","-99.000","-99.000","-99.000","19.900","","15.100",""
"C0S700","2020-03-16 14:00:00","507.000","61.000","1.200","14.500","0.740","964.500","","0.000","-99.000","-99.000","-99.000","19.000","","11.300",""
"C0T9G0","2020-03-16 14:00:00","605.000","37.000","0.700","13.900","0.810","954.800","","0.000","-99.000","-99.000","-99.000","15.200","","12.500",""
"C0U520","2020-03-16 14:00:00","517.000","88.000","0.400","19.700","0.470","964.800","","0.000","-99.000","-99.000","-99.000","20.400","","8.600",""
"C0E750","2020-03-16 14:00:00","62.000","287.000","0.700","24.200","0.360","1011.500","","0.000","-99.000","-99.000","-99.000","24.400","","12.200",""
"C0G660","2020-03-16 14:00:00","27.000","291.000","2.000","25.300","0.480","1017.100","","0.000","-99.000","-99.000","-99.000","25.900","","14.500",""
"C0W140","2020-03-16 14:00:00","21.000","83.000","6.100","20.500","0.460","1019.200","","0.000","-99.000","-99.000","-99.000","20.900","","13.700",""
"C0U720","2020-03-16 14:00:00","1260.000","29.000","3.000","13.600","0.980","892.100","","0.000","-99.000","-99.000","-99.000","15.000","","6.000",""
"C0R690","2020-03-16 14:00:00","248.000","56.000","2.500","21.000","0.610","990.600","","0.000","12.700","56.000","","21.600","","14.500",""
"C0X150","2020-03-16 14:00:00","18.000","271.000","2.700","25.000","0.530","1018.000","","0.000","-99.000","-99.000","-99.000","25.300","","16.600",""
"C0Z050","2020-03-16 14:00:00","830.000","0.000","0.200","11.800","0.760","929.400","","0.000","-99.000","-99.000","-99.000","13.600","","9.900",""
"C0I490","2020-03-16 14:00:00","1601.000","275.000","3.900","17.400","0.590","844.800","","0.000","-99.000","-99.000","-99.000","18.800","","6.000",""
"C0M410","2020-03-16 14:00:00","245.000","336.000","1.800","24.600","0.460","986.000","","0.000","-99.000","-99.000","-99.000","27.300","","14.400",""
"C0I410","2020-03-16 14:00:00","180.000","216.000","2.300","23.900","0.480","997.200","","0.000","-99.000","-99.000","-99.000","25.400","","14.400",""
"C0R840","2020-03-16 14:00:00","536.000","47.000","5.200","16.800","-99.000","958.900","","0.000","-99.000","-99.000","-99.000","17.800","","12.500",""
"C0K250","2020-03-16 14:00:00","12.000","280.000","1.400","25.600","0.460","1017.300","","0.000","-99.000","-99.000","-99.000","26.000","","12.200",""
"C0AH80","2020-03-16 14:00:00","68.000","63.000","4.500","21.900","0.330","1011.700","","0.000","9.900","53.000","","22.300","","11.000",""
"C0V640","2020-03-16 14:00:00","35.000","293.000","4.200","23.400","0.640","1014.700","","0.000","-99.000","-99.000","-99.000","23.900","","15.900",""
"C0S920","2020-03-16 14:00:00","98.000","86.000","1.500","19.800","0.550","1005.500","","0.000","-99.000","-99.000","-99.000","21.600","","14.000",""
"C0S830","2020-03-16 14:00:00","288.000","14.000","2.100","17.400","0.600","990.200","","0.000","-99.000","-99.000","-99.000","18.000","","15.700",""
"C0V800","2020-03-16 14:00:00","256.000","304.000","1.900","25.200","0.420","987.100","","0.000","-99.000","-99.000","-99.000","25.700","","16.700",""
