"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0I540","2020-03-16 01:00:00","3344.000","-99.000","-99.000","0.000","0.040","681.800","","-99.000","-99.000","-99.000","-99.000","0.900","","0.000",""
"C0K390","2020-03-16 01:00:00","31.000","50.000","0.600","17.200","0.740","1016.200","","0.000","-99.000","-99.000","-99.000","17.700","","17.200",""
"C0T9A0","2020-03-16 01:00:00","498.000","0.000","0.000","12.100","0.940","964.800","","0.000","-99.000","-99.000","-99.000","12.400","","12.100",""
"C0AH40","2020-03-16 01:00:00","426.000","4.000","2.000","13.600","0.730","970.100","","0.000","-99.000","-99.000","-99.000","13.800","","13.600",""
"C0X280","2020-03-16 01:00:00","22.000","75.000","1.200","17.400","0.740","1017.300","","0.000","-99.000","-99.000","-99.000","17.500","","17.200",""
"C0V620","2020-03-16 01:00:00","18.000","30.000","0.500","17.600","0.860","1017.400","","0.000","-99.000","-99.000","-99.000","19.000","","17.600",""
"C0H960","2020-03-16 01:00:00","120.000","229.000","0.700","17.300","0.920","1004.500","","0.000","-99.000","-99.000","-99.000","17.600","","17.000",""
"C0M530","2020-03-16 01:00:00","1385.000","49.000","0.600","9.300","0.970","871.700","","0.000","-99.000","-99.000","-99.000","9.400","","8.600",""
"C0R170","2020-03-16 01:00:00","26.000","22.000","0.300","16.900","1.000","1016.900","","0.000","-99.000","-99.000","-99.000","16.900","","16.600",""
"C0I420","2020-03-16 01:00:00","305.000","0.000","0.000","14.900","0.940","984.800","","0.000","-99.000","-99.000","-99.000","14.900","","14.800",""
"C0A640","2020-03-16 01:00:00","241.000","0.000","0.000","11.300","0.860","995.900","","0.000","-99.000","-99.000","-99.000","12.500","","11.300",""
"C0A930","2020-03-16 01:00:00","216.000","178.000","1.700","13.900","0.700","995.200","","0.000","-99.000","-99.000","-99.000","14.000","","13.600",""
"C0F9M0","2020-03-16 01:00:00","230.000","0.000","0.200","16.100","0.740","992.900","","0.000","-99.000","-99.000","-99.000","16.100","","15.800",""
"C0AC40","2020-03-16 01:00:00","1079.000","82.000","3.700","6.500","0.990","897.900","","0.000","-99.000","-99.000","-99.000","6.900","","6.500",""
"C0AI00","2020-03-16 01:00:00","188.000","51.000","1.300","13.100","0.780","1000.500","","0.000","-99.000","-99.000","-99.000","13.200","","13.100",""
"C0T9M0","2020-03-16 01:00:00","92.000","311.000","3.000","16.000","0.780","1012.800","","0.000","-99.000","-99.000","-99.000","16.100","","15.900",""
"C0S960","2020-03-16 01:00:00","32.000","24.000","1.600","17.200","0.760","1017.400","","0.000","-99.000","-99.000","-99.000","17.400","","17.100",""
"C0K430","2020-03-16 01:00:00","30.000","22.000","0.700","16.800","0.720","1017.200","","0.000","-99.000","-99.000","-99.000","17.100","","16.800",""
"C0Z170","2020-03-16 01:00:00","199.000","0.000","0.000","15.000","0.900","1000.700","","0.000","-99.000","-99.000","-99.000","15.200","","14.900",""
"C0Z100","2020-03-16 01:00:00","36.000","0.000","0.000","15.100","0.890","1019.600","","0.000","-99.000","-99.000","-99.000","15.300","","15.100",""
"C0U710","2020-03-16 01:00:00","1942.000","109.000","0.400","3.200","0.990","810.000","","0.000","-99.000","-99.000","-99.000","3.400","","3.200",""
"C0SA30","2020-03-16 01:00:00","92.000","293.000","3.000","17.200","0.650","1011.400","","0.000","-99.000","-99.000","-99.000","17.300","","17.100",""
"C0V500","2020-03-16 01:00:00","6.000","0.000","0.200","20.600","0.650","1017.200","","0.000","-99.000","-99.000","-99.000","20.700","","20.600",""
"CM0160","2020-03-16 01:00:00","159.000","114.000","0.600","16.400","0.830","1003.000","","0.000","-99.000","-99.000","-99.000","16.500","","15.700",""
"C0V350","2020-03-16 01:00:00","36.000","265.000","0.500","15.700","0.940","1016.700","","-99.000","-99.000","-99.000","-99.000","16.200","","15.700",""
"C0W120","2020-03-16 01:00:00","58.000","-99.000","-99.000","19.400","0.670","1013.100","","0.000","-99.000","-99.000","-99.000","19.400","","19.000",""
"C0R470","2020-03-16 01:00:00","103.000","22.000","0.900","17.600","0.960","1008.300","","0.000","-99.000","-99.000","-99.000","18.100","","17.600",""
"C0M770","2020-03-16 01:00:00","164.000","140.000","0.400","18.100","0.740","1000.200","","0.000","-99.000","-99.000","-99.000","18.700","","18.100",""
"C0S930","2020-03-16 01:00:00","248.000","257.000","0.400","14.800","0.910","993.500","","0.000","-99.000","-99.000","-99.000","14.900","","14.600",""
"C0F9Y0","2020-03-16 01:00:00","3313.000","272.000","1.700","2.100","0.070","685.600","","0.000","-99.000","-99.000","-99.000","2.400","","1.600",""
"C0E790","2020-03-16 01:00:00","344.000","140.000","0.700","15.000","0.950","979.700","","0.000","-99.000","-99.000","-99.000","15.000","","14.400",""
"C0O810","2020-03-16 01:00:00","161.000","16.000","1.100","16.000","0.990","1001.600","","0.000","-99.000","-99.000","-99.000","16.000","","15.700",""
"C0R520","2020-03-16 01:00:00","18.000","64.000","1.000","18.700","0.910","1017.700","","0.000","-99.000","-99.000","-99.000","19.500","","18.700",""
"C0G880","2020-03-16 01:00:00","92.000","141.000","0.400","17.500","0.800","1008.900","","-99.000","-99.000","-99.000","-99.000","17.800","","17.300",""
"C0R260","2020-03-16 01:00:00","76.000","62.000","2.600","19.400","0.550","1010.400","","0.000","-99.000","-99.000","-99.000","19.600","","19.400",""
"C0U950","2020-03-16 01:00:00","1012.000","111.000","6.000","7.800","0.980","908.400","","0.000","-99.000","-99.000","-99.000","8.000","","7.800",""
"C0R320","2020-03-16 01:00:00","7.000","64.000","7.500","18.200","0.700","1019.400","","0.000","-99.000","-99.000","-99.000","18.300","","18.200",""
"C0S980","2020-03-16 01:00:00","901.000","340.000","1.300","10.600","1.000","919.100","","0.000","-99.000","-99.000","-99.000","10.700","","10.600",""
"C0X110","2020-03-16 01:00:00","20.000","94.000","1.600","19.400","0.660","1017.600","","0.000","-99.000","-99.000","-99.000","19.800","","19.400",""
"C0V310","2020-03-16 01:00:00","46.000","0.000","0.200","17.500","0.860","1013.600","","0.000","-99.000","-99.000","-99.000","17.500","","17.400",""
"C0G620","2020-03-16 01:00:00","110.000","245.000","0.600","15.900","0.870","1006.500","","0.000","-99.000","-99.000","-99.000","16.000","","15.600",""
"C0AD50","2020-03-16 01:00:00","84.000","126.000","0.400","13.300","0.900","1011.800","","0.000","-99.000","-99.000","-99.000","13.600","","13.300",""
"C0A9A0","2020-03-16 01:00:00","24.000","96.000","2.100","16.500","0.550","1019.000","","0.000","-99.000","-99.000","-99.000","16.700","","16.400",""
"C0O830","2020-03-16 01:00:00","127.000","112.000","0.300","16.300","0.990","1005.400","","0.000","-99.000","-99.000","-99.000","16.300","","15.800",""
"C0S760","2020-03-16 01:00:00","1621.000","0.000","0.000","5.500","1.000","842.200","","0.000","-99.000","-99.000","-99.000","5.800","","5.500",""
"C0X160","2020-03-16 01:00:00","26.000","39.000","0.900","18.300","0.800","1016.000","","0.000","-99.000","-99.000","-99.000","18.600","","18.300",""
"C0C490","2020-03-16 01:00:00","157.000","111.000","1.100","13.900","0.680","1002.500","","0.000","-99.000","-99.000","-99.000","14.300","","13.900",""
"C0F970","2020-03-16 01:00:00","145.000","105.000","1.200","16.800","0.710","1002.000","","-99.000","-99.000","-99.000","-99.000","16.900","","16.800",""
"C0R440","2020-03-16 01:00:00","1654.000","51.000","2.700","5.600","1.000","837.000","","0.000","-99.000","-99.000","-99.000","6.000","","5.600",""
"C0M690","2020-03-16 01:00:00","33.000","96.000","0.800","16.700","0.880","1015.100","","0.000","-99.000","-99.000","-99.000","17.400","","16.700",""
"C0V690","2020-03-16 01:00:00","30.000","48.000","1.900","20.400","0.710","1016.400","","0.000","-99.000","-99.000","-99.000","21.500","","20.400",""
"C0Z210","2020-03-16 01:00:00","126.000","0.000","0.200","14.200","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","14.300","","14.200",""
"C0U770","2020-03-16 01:00:00","5.000","315.000","4.400","15.600","0.680","1022.100","","0.000","-99.000","-99.000","-99.000","15.600","","15.300",""
"C0Z080","2020-03-16 01:00:00","298.000","0.000","0.100","13.400","0.980","987.200","","0.000","-99.000","-99.000","-99.000","13.400","","13.300",""
"C0X200","2020-03-16 01:00:00","61.000","0.000","0.000","14.700","0.990","1012.300","","0.000","-99.000","-99.000","-99.000","15.100","","14.700",""
"C0U900","2020-03-16 01:00:00","63.000","228.000","1.300","13.600","0.750","1016.800","","0.000","-99.000","-99.000","-99.000","14.000","","13.500",""
"C0Z230","2020-03-16 01:00:00","31.000","307.000","5.700","15.900","0.650","1019.600","","0.000","-99.000","-99.000","-99.000","16.200","","15.900",""
"C0F9O0","2020-03-16 01:00:00","175.000","0.000","0.100","17.500","0.730","999.100","","0.000","-99.000","-99.000","-99.000","17.600","","17.400",""
"C0C540","2020-03-16 01:00:00","46.000","85.000","2.700","15.000","0.610","1015.600","","0.000","-99.000","-99.000","-99.000","15.100","","14.900",""
"C0G770","2020-03-16 01:00:00","15.000","102.000","0.800","17.500","0.670","1017.900","","0.000","-99.000","-99.000","-99.000","17.500","","17.100",""
"C0V670","2020-03-16 01:00:00","20.000","10.000","1.400","-99.000","0.730","1016.900","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A870","2020-03-16 01:00:00","685.000","102.000","6.500","10.400","0.860","940.600","","0.000","-99.000","-99.000","-99.000","10.400","","10.000",""
"C0R220","2020-03-16 01:00:00","23.000","60.000","1.200","17.500","1.000","1017.200","","0.000","-99.000","-99.000","-99.000","18.400","","17.500",""
"C0V640","2020-03-16 01:00:00","35.000","64.000","1.800","17.500","0.830","1015.400","","0.000","-99.000","-99.000","-99.000","17.900","","17.500",""
"C0AH80","2020-03-16 01:00:00","68.000","57.000","2.000","12.300","0.830","1013.200","","0.000","-99.000","-99.000","-99.000","12.800","","12.300",""
"C0K250","2020-03-16 01:00:00","12.000","43.000","0.300","15.700","0.820","1018.600","","0.000","-99.000","-99.000","-99.000","15.700","","14.300",""
"C0R840","2020-03-16 01:00:00","536.000","39.000","5.300","12.600","-99.000","958.900","","0.000","-99.000","-99.000","-99.000","12.800","","12.600",""
"C0I410","2020-03-16 01:00:00","180.000","211.000","0.600","16.700","0.880","998.700","","0.000","-99.000","-99.000","-99.000","16.800","","16.500",""
"C0M410","2020-03-16 01:00:00","245.000","349.000","1.200","16.000","0.860","987.700","","0.000","-99.000","-99.000","-99.000","16.200","","16.000",""
"C0F9Z0","2020-03-16 01:00:00","3193.000","292.000","3.700","4.200","0.150","695.500","","0.500","-99.000","-99.000","-99.000","4.200","","4.000",""
"C0G810","2020-03-16 01:00:00","26.000","108.000","1.000","17.900","0.770","1016.500","","0.000","-99.000","-99.000","-99.000","18.000","","17.600",""
"C0U650","2020-03-16 01:00:00","442.000","287.000","0.300","11.700","0.720","971.600","","0.000","-99.000","-99.000","-99.000","12.000","","11.400",""
"C0D660","2020-03-16 01:00:00","65.000","84.000","0.900","14.900","0.660","1012.800","","0.000","-99.000","-99.000","-99.000","15.000","","14.900",""
"C0E540","2020-03-16 01:00:00","32.000","193.000","1.000","12.100","0.880","1016.800","","0.000","-99.000","-99.000","-99.000","12.400","","12.100",""
"C0W170","2020-03-16 01:00:00","42.000","22.000","3.700","13.000","0.890","1016.400","","0.000","-99.000","-99.000","-99.000","13.100","","13.000",""
"C0Z150","2020-03-16 01:00:00","27.000","224.000","2.300","15.600","0.900","1019.600","","0.000","-99.000","-99.000","-99.000","15.800","","15.600",""
"C0S840","2020-03-16 01:00:00","22.000","280.000","2.300","15.800","0.860","1020.300","","0.000","-99.000","-99.000","-99.000","17.700","","15.800",""
"C0H9A0","2020-03-16 01:00:00","1595.000","268.000","0.800","7.600","0.980","849.100","","0.000","-99.000","-99.000","-99.000","7.600","","6.700",""
"C0Z300","2020-03-16 01:00:00","182.000","0.000","0.000","14.300","0.990","1002.200","","0.000","-99.000","-99.000","-99.000","14.400","","14.300",""
"C0G730","2020-03-16 01:00:00","27.000","111.000","0.600","16.400","0.750","1017.500","","0.000","-99.000","-99.000","-99.000","16.400","","15.900",""
"C0V730","2020-03-16 01:00:00","33.000","27.000","0.600","18.900","0.860","1016.400","","0.000","-99.000","-99.000","-99.000","19.300","","18.900",""
"C0SA00","2020-03-16 01:00:00","466.000","294.000","1.400","13.000","1.000","967.600","","0.000","-99.000","-99.000","-99.000","13.300","","13.000",""
"C0S900","2020-03-16 01:00:00","27.000","50.000","1.500","19.500","0.630","1018.500","","0.000","-99.000","-99.000","-99.000","19.800","","19.500",""
"C0C480","2020-03-16 01:00:00","105.000","124.000","1.400","14.800","0.620","1008.600","","0.000","-99.000","-99.000","-99.000","14.900","","14.800",""
"C0V720","2020-03-16 01:00:00","15.000","45.000","0.900","19.600","0.810","1017.900","","0.000","-99.000","-99.000","-99.000","20.000","","19.600",""
"C0UA60","2020-03-16 01:00:00","566.000","285.000","2.500","11.100","0.820","956.500","","0.000","-99.000","-99.000","-99.000","11.400","","11.100",""
"C0A980","2020-03-16 01:00:00","11.000","148.000","1.200","15.800","0.520","1021.200","","0.000","-99.000","-99.000","-99.000","16.000","","15.800",""
"C0C670","2020-03-16 01:00:00","250.000","53.000","1.600","12.400","0.710","992.000","","0.000","-99.000","-99.000","-99.000","12.400","","12.100",""
"C0K550","2020-03-16 01:00:00","15.000","0.000","0.000","16.400","0.730","1018.400","","0.000","-99.000","-99.000","-99.000","16.800","","16.400",""
"C0R350","2020-03-16 01:00:00","35.000","55.000","6.400","18.900","0.750","1015.900","","0.000","-99.000","-99.000","-99.000","19.000","","18.900",""
"C0T9F0","2020-03-16 01:00:00","251.000","303.000","0.500","14.400","0.770","993.000","","0.000","-99.000","-99.000","-99.000","14.400","","14.300",""
"C0D390","2020-03-16 01:00:00","146.000","0.000","0.200","13.600","0.700","1002.000","","0.000","-99.000","-99.000","-99.000","13.800","","13.600",""
"C0E430","2020-03-16 01:00:00","258.000","180.000","0.500","13.700","0.840","993.800","","0.000","-99.000","-99.000","-99.000","13.900","","13.600",""
"C0O990","2020-03-16 01:00:00","18.000","0.000","0.000","14.900","0.990","1017.300","","0.000","-99.000","-99.000","-99.000","15.300","","14.900",""
"CM0010","2020-03-16 01:00:00","68.000","120.000","0.300","12.300","0.730","1014.500","","0.000","-99.000","-99.000","-99.000","12.500","","12.100",""
"C0K500","2020-03-16 01:00:00","12.000","12.000","1.000","17.000","0.660","1017.300","","0.000","-99.000","-99.000","-99.000","17.200","","16.900",""
"C0X260","2020-03-16 01:00:00","39.000","86.000","0.800","17.000","0.870","1015.600","","0.000","-99.000","-99.000","-99.000","17.600","","17.000",""
"C0ACA0","2020-03-16 01:00:00","25.000","86.000","2.100","16.200","0.520","1017.600","","0.000","-99.000","-99.000","-99.000","16.300","","16.200",""
"C0X180","2020-03-16 01:00:00","62.000","91.000","1.400","16.500","0.990","1011.300","","0.000","-99.000","-99.000","-99.000","17.300","","16.500",""
"C0F930","2020-03-16 01:00:00","100.000","332.000","0.300","16.300","0.820","1007.600","","0.000","-99.000","-99.000","-99.000","17.000","","16.300",""
"C0I010","2020-03-16 01:00:00","1562.000","121.000","1.700","7.600","0.700","851.600","","0.000","-99.000","-99.000","-99.000","8.600","","7.600",""
"C0R190","2020-03-16 01:00:00","32.000","0.000","0.000","17.100","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","17.300","","17.100",""
"C0E420","2020-03-16 01:00:00","19.000","0.000","0.000","13.700","0.730","1016.200","","0.000","-99.000","-99.000","-99.000","14.100","","13.700",""
"C0I460","2020-03-16 01:00:00","110.000","202.000","0.900","17.200","0.820","1007.200","","0.000","-99.000","-99.000","-99.000","17.200","","16.400",""
"C0A9F0","2020-03-16 01:00:00","35.000","99.000","1.400","15.900","0.580","1018.500","","0.000","-99.000","-99.000","-99.000","15.900","","15.800",""
"C0F9A0","2020-03-16 01:00:00","425.000","103.000","0.900","17.000","0.760","970.700","","0.000","-99.000","-99.000","-99.000","17.000","","16.500",""
"C0O950","2020-03-16 01:00:00","4.000","0.000","0.000","16.700","0.870","1018.300","","0.000","-99.000","-99.000","-99.000","16.800","","16.700",""
"C0M760","2020-03-16 01:00:00","40.000","0.000","0.000","17.400","0.790","1015.300","","0.000","-99.000","-99.000","-99.000","17.700","","17.400",""
"C0AH70","2020-03-16 01:00:00","34.000","88.000","2.100","15.000","0.590","1018.200","","0.000","-99.000","-99.000","-99.000","15.200","","15.000",""
"C0V250","2020-03-16 01:00:00","298.000","64.000","0.600","15.300","0.980","984.900","","0.000","-99.000","-99.000","-99.000","15.500","","15.300",""
"C0U980","2020-03-16 01:00:00","573.000","75.000","1.400","10.800","0.860","957.300","","0.000","-99.000","-99.000","-99.000","10.800","","10.600",""
"C0S740","2020-03-16 01:00:00","289.000","0.000","0.200","13.800","0.940","989.600","","0.000","-99.000","-99.000","-99.000","14.000","","13.800",""
"C0A940","2020-03-16 01:00:00","49.000","0.000","0.200","11.600","0.870","1016.900","","0.000","-99.000","-99.000","-99.000","12.000","","11.600",""
"C0A920","2020-03-16 01:00:00","196.000","115.000","2.800","14.200","0.680","997.600","","0.000","8.200","83.000","","14.200","","14.000",""
"C0T870","2020-03-16 01:00:00","135.000","0.000","0.100","13.100","0.990","1006.200","","0.000","-99.000","-99.000","-99.000","13.300","","13.100",""
"C0O930","2020-03-16 01:00:00","69.000","0.000","0.000","16.300","1.000","1011.600","","0.000","-99.000","-99.000","-99.000","16.400","","16.000",""
"C0AI40","2020-03-16 01:00:00","37.000","-99.000","-99.000","16.500","0.540","1017.600","","0.000","-99.000","-99.000","-99.000","16.700","","16.500",""
"C0C460","2020-03-16 01:00:00","482.000","0.000","0.000","13.700","0.670","965.800","","0.000","-99.000","-99.000","-99.000","13.800","","13.700",""
"C0E520","2020-03-16 01:00:00","320.000","0.000","0.000","10.900","1.000","984.300","","0.000","-99.000","-99.000","-99.000","11.000","","10.900",""
"C0T9D0","2020-03-16 01:00:00","7.000","243.000","0.400","14.000","0.910","1022.000","","0.000","-99.000","-99.000","-99.000","14.900","","14.000",""
"C0I390","2020-03-16 01:00:00","1184.000","100.000","1.500","8.700","0.910","890.500","","0.000","-99.000","-99.000","-99.000","9.100","","8.700",""
"C0B020","2020-03-16 01:00:00","86.000","93.000","3.600","16.300","0.600","1010.500","","0.000","-99.000","-99.000","-99.000","16.300","","16.100",""
"CM0170","2020-03-16 01:00:00","106.000","95.000","2.300","16.600","0.990","1008.700","","0.000","-99.000","-99.000","-99.000","16.900","","16.500",""
"C0F860","2020-03-16 01:00:00","2215.000","213.000","0.900","4.200","0.710","782.300","","0.000","-99.000","-99.000","-99.000","4.300","","3.900",""
"C0U890","2020-03-16 01:00:00","116.000","291.000","1.800","13.100","0.900","1010.300","","0.000","-99.000","-99.000","-99.000","13.700","","13.100",""
"C0G800","2020-03-16 01:00:00","15.000","0.000","0.000","16.700","0.720","1017.900","","0.000","-99.000","-99.000","-99.000","16.700","","16.200",""
"C0F850","2020-03-16 01:00:00","379.000","0.000","0.200","14.100","0.910","976.100","","0.000","-99.000","-99.000","-99.000","14.200","","13.600",""
"C0AH50","2020-03-16 01:00:00","275.000","87.000","3.300","14.000","0.650","988.900","","0.000","-99.000","-99.000","-99.000","14.100","","14.000",""
"C0Z160","2020-03-16 01:00:00","124.000","197.000","0.400","14.800","0.880","1010.900","","0.000","-99.000","-99.000","-99.000","14.800","","14.500",""
"C0R540","2020-03-16 01:00:00","17.000","50.000","2.000","19.800","0.590","1017.300","","0.000","-99.000","-99.000","-99.000","20.300","","19.800",""
"C0K480","2020-03-16 01:00:00","56.000","0.000","0.000","17.200","0.950","1013.100","","0.000","-99.000","-99.000","-99.000","17.300","","17.100",""
"C0S770","2020-03-16 01:00:00","375.000","310.000","1.100","14.700","0.800","977.600","","0.000","-99.000","-99.000","-99.000","15.000","","14.700",""
"C0X230","2020-03-16 01:00:00","29.000","106.000","1.000","16.600","0.820","1017.600","","0.000","-99.000","-99.000","-99.000","17.000","","16.600",""
"C0B010","2020-03-16 01:00:00","38.000","42.000","0.400","11.300","0.940","1015.700","","0.000","-99.000","-99.000","-99.000","11.800","","11.300",""
"C0R490","2020-03-16 01:00:00","49.000","357.000","1.500","18.000","0.860","1013.500","","0.000","-99.000","-99.000","-99.000","18.300","","18.000",""
"C0V440","2020-03-16 01:00:00","27.000","143.000","0.500","17.300","0.760","1015.900","","0.000","-99.000","-99.000","-99.000","18.300","","17.300",""
"C0SA40","2020-03-16 01:00:00","200.000","0.000","0.000","14.600","0.900","999.000","","0.000","-99.000","-99.000","-99.000","14.700","","14.600",""
"C0Z280","2020-03-16 01:00:00","224.000","0.000","0.100","13.900","0.990","997.700","","0.000","-99.000","-99.000","-99.000","14.100","","13.900",""
"C0Z070","2020-03-16 01:00:00","247.000","0.000","0.000","13.800","1.000","993.000","","0.000","-99.000","-99.000","-99.000","14.000","","13.800",""
"CM0180","2020-03-16 01:00:00","313.000","47.000","0.300","15.000","0.960","984.500","","0.000","-99.000","-99.000","-99.000","15.200","","14.900",""
"C0T9N0","2020-03-16 01:00:00","261.000","0.000","0.000","13.900","0.950","992.000","","0.000","-99.000","-99.000","-99.000","14.100","","13.800",""
"C0K470","2020-03-16 01:00:00","97.000","107.000","0.800","15.400","0.990","1008.400","","0.000","-99.000","-99.000","-99.000","16.200","","15.200",""
"C0R720","2020-03-16 01:00:00","214.000","351.000","4.800","16.300","0.770","996.100","","0.000","-99.000","-99.000","-99.000","16.600","","16.200",""
"C0V650","2020-03-16 01:00:00","28.000","113.000","1.600","18.100","0.800","1018.100","","0.000","-99.000","-99.000","-99.000","18.400","","18.100",""
"C0H9C0","2020-03-16 01:00:00","3402.000","294.000","1.700","1.000","0.090","675.300","","0.000","-99.000","-99.000","-99.000","1.700","","1.000",""
"C0U780","2020-03-16 01:00:00","15.000","284.000","1.400","14.200","0.780","1021.600","","0.000","-99.000","-99.000","-99.000","14.200","","14.100",""
"C0U760","2020-03-16 01:00:00","22.000","0.000","0.000","13.900","0.920","1021.600","","0.000","-99.000","-99.000","-99.000","14.200","","13.900",""
"C0X290","2020-03-16 01:00:00","10.000","72.000","1.200","17.600","0.790","1018.500","","0.000","-99.000","-99.000","-99.000","17.700","","17.400",""
"C0E830","2020-03-16 01:00:00","37.000","0.000","0.100","15.600","0.690","1015.400","","0.000","-99.000","-99.000","-99.000","15.600","","15.100",""
"C0K330","2020-03-16 01:00:00","38.000","0.000","0.000","17.000","0.740","1015.100","","0.000","-99.000","-99.000","-99.000","17.600","","17.000",""
"C0M660","2020-03-16 01:00:00","40.000","11.000","0.600","17.200","0.740","1015.700","","0.000","-99.000","-99.000","-99.000","17.400","","17.200",""
"C0D580","2020-03-16 01:00:00","120.000","0.000","0.000","12.300","0.880","1006.300","","0.000","-99.000","-99.000","-99.000","12.300","","11.800",""
"C0R640","2020-03-16 01:00:00","21.000","65.000","2.100","19.900","0.680","1017.900","","0.000","-99.000","-99.000","-99.000","20.000","","19.900",""
"C0E810","2020-03-16 01:00:00","53.000","307.000","0.600","11.200","0.960","1014.400","","0.000","-99.000","-99.000","-99.000","11.500","","10.800",""
"C0G830","2020-03-16 01:00:00","27.000","0.000","0.000","17.000","0.810","1015.000","","0.000","-99.000","-99.000","-99.000","17.200","","16.900",""
"C0A550","2020-03-16 01:00:00","422.000","0.000","0.000","6.100","1.000","974.000","","0.000","-99.000","-99.000","-99.000","6.400","","6.100",""
"C0G750","2020-03-16 01:00:00","31.000","0.000","0.200","16.700","0.740","1017.200","","-99.000","-99.000","-99.000","-99.000","16.700","","16.600",""
"C0Z270","2020-03-16 01:00:00","343.000","244.000","2.100","13.600","0.780","982.700","","0.000","-99.000","-99.000","-99.000","14.100","","13.600",""
"C0UA30","2020-03-16 01:00:00","1397.000","132.000","1.200","7.500","1.000","865.400","","0.000","-99.000","-99.000","-99.000","7.700","","5.200",""
"C0I080","2020-03-16 01:00:00","536.000","0.000","0.000","14.300","0.910","961.500","","0.000","-99.000","-99.000","-99.000","14.500","","14.300",""
"C0UA00","2020-03-16 01:00:00","392.000","188.000","0.800","10.000","0.890","978.200","","0.000","-99.000","-99.000","-99.000","10.300","","10.000",""
"C0AD40","2020-03-16 01:00:00","32.000","35.000","1.600","14.400","0.660","1017.300","","0.000","-99.000","-99.000","-99.000","14.700","","14.400",""
"C0G900","2020-03-16 01:00:00","20.000","4.000","0.800","17.100","0.720","1016.300","","0.000","-99.000","-99.000","-99.000","17.200","","16.900",""
"C0S660","2020-03-16 01:00:00","794.000","0.000","0.200","11.000","0.980","932.900","","0.000","-99.000","-99.000","-99.000","11.000","","10.900",""
"C0M640","2020-03-16 01:00:00","155.000","23.000","1.100","16.400","0.860","1001.500","","0.000","-99.000","-99.000","-99.000","18.000","","16.400",""
"C0R660","2020-03-16 01:00:00","20.000","132.000","1.700","19.900","0.570","1018.000","","0.000","-99.000","-99.000","-99.000","19.900","","19.400",""
"C0UA10","2020-03-16 01:00:00","1711.000","281.000","0.800","5.200","1.000","835.500","","0.000","-99.000","-99.000","-99.000","5.600","","2.300",""
"C0V770","2020-03-16 01:00:00","26.000","72.000","0.300","18.300","0.750","1016.400","","0.000","-99.000","-99.000","-99.000","18.500","","18.000",""
"C0E730","2020-03-16 01:00:00","26.000","53.000","0.700","14.700","0.710","1015.800","","0.000","-99.000","-99.000","-99.000","15.100","","14.500",""
"C0V810","2020-03-16 01:00:00","32.000","67.000","0.300","19.500","0.720","1014.600","","0.000","-99.000","-99.000","-99.000","20.100","","19.500",""
"C0A9C0","2020-03-16 01:00:00","35.000","38.000","2.500","16.500","0.590","1018.100","","0.000","-99.000","-99.000","-99.000","16.500","","16.400",""
"C0X310","2020-03-16 01:00:00","9.000","53.000","2.000","17.600","0.770","1019.300","","0.000","-99.000","-99.000","-99.000","17.800","","17.600",""
"C0K280","2020-03-16 01:00:00","23.000","26.000","0.900","15.000","0.810","1019.400","","0.000","-99.000","-99.000","-99.000","15.000","","14.800",""
"C0M650","2020-03-16 01:00:00","20.000","19.000","1.000","16.700","0.740","1017.800","","0.000","-99.000","-99.000","-99.000","16.800","","16.600",""
"C0S910","2020-03-16 01:00:00","212.000","190.000","1.200","18.500","0.990","997.200","","0.000","7.700","201.000","","18.500","","18.300",""
"C0D570","2020-03-16 01:00:00","15.000","0.000","0.000","11.000","0.920","1018.800","","0.000","-99.000","-99.000","-99.000","11.500","","11.000",""
"C0M710","2020-03-16 01:00:00","15.000","51.000","0.700","17.200","0.700","1018.200","","0.000","-99.000","-99.000","-99.000","17.500","","17.200",""
"C0V490","2020-03-16 01:00:00","20.000","64.000","1.000","20.400","0.660","1017.300","","0.000","-99.000","-99.000","-99.000","20.800","","20.400",""
"C0E870","2020-03-16 01:00:00","34.000","0.000","0.000","13.100","0.870","1018.100","","0.000","-99.000","-99.000","-99.000","13.300","","13.100",""
"C0M800","2020-03-16 01:00:00","440.000","0.000","0.000","15.900","0.920","969.700","","0.000","-99.000","-99.000","-99.000","15.900","","15.700",""
"C0A570","2020-03-16 01:00:00","360.000","0.000","0.000","9.400","0.970","980.600","","0.000","-99.000","-99.000","-99.000","9.700","","9.400",""
"C0S790","2020-03-16 01:00:00","236.000","336.000","0.800","14.400","0.850","995.600","","0.000","-99.000","-99.000","-99.000","14.800","","14.400",""
"C0D590","2020-03-16 01:00:00","143.000","57.000","1.200","12.500","0.740","1004.900","","0.000","-99.000","-99.000","-99.000","12.700","","12.500",""
"C0U990","2020-03-16 01:00:00","31.000","272.000","1.400","13.200","0.770","1019.800","","0.000","-99.000","-99.000","-99.000","13.700","","13.200",""
"C0A970","2020-03-16 01:00:00","96.000","14.000","3.100","15.000","0.740","1012.100","","0.000","-99.000","-99.000","-99.000","15.100","","15.000",""
